	ref_hk
RAD50	1.0368521
GNPDA1	1.988888
SKP1	23.18672
PPP2CA	7.0422993
C5orf15	3.867196
PPWD1	1.728277
TRAPPC13	0.83286774
SEC24A	0.96883386
TXNDC15	4.2409782
TTC33	1.173175
TCERG1	3.6743002
SMAD5	3.299736
CSNK1A1	9.495597
HMGXB3	1.5048162
ATP6V0E1	14.574834
BNIP1	1.0912699
ACTR8	0.8320847
TBCCD1	0.49516127
TIMMDC1	4.3960485
CRBN	4.0310597
NIT2	3.5838504
FAM162A	11.384518
OGG1	1.6649977
KPNA1	1.4284853
UBE3A	5.35545
ARMC8	1.8205359
RNF7	13.391086
KAT2B	0.41266158
USP4	1.2251889
TFG	8.713636
TUSC2	3.15278
NPRL2	1.6610259
NCBP2	4.975868
SNX4	2.5427155
SLC41A3	1.8065339
SCAP	1.6756338
MRPL3	6.377568
HEMK1	1.3832346
GORASP1	0.89984214
EIF1B	12.4727335
SSR3	13.168803
EIF4G1	4.100007
SPCS1	18.065762
NEK4	0.7084485
EEF1B2	32.292706
KANSL3	0.98460555
NCL	18.051382
ACTR1B	2.9892938
SLC35F5	2.0696943
STAM2	0.9949828
ACVR1	0.71450585
GTF3C2	1.0125847
EIF2B4	1.7204999
NRBP1	4.1818657
PSMD14	4.5928125
SNX17	5.3609743
INO80B	0.4902767
MOGS	1.4370872
NDUFS7	12.667503
PCGF1	0.8692387
AUP1	8.214462
RTN4	14.569695
HTRA2	2.2296019
POLE4	7.1882567
MRPL19	4.046042
WDR75	1.1302358
UNC50	3.4352498
ELMOD3	1.0872191
CCT4	11.105152
TXNDC9	2.7129667
COQ10B	3.4801102
SF3B1	8.579061
MOB4	4.6285553
ZNF142	0.23777467
UXS1	2.3922765
STK16	2.4767623
HDLBP	8.047734
PPP1R7	4.4917917
ODC1	9.897276
NOL10	1.6107175
GORASP2	4.30125
CEBPZ	4.516002
RAB3GAP1	2.0352724
SRSF7	18.104681
COX7A2L	15.321836
PNO1	1.6056988
ORC4	2.481909
ATF2	1.8968005
THADA	0.66112757
TIA1	4.499278
PCYOX1	2.352496
SUMO1	14.497521
NFE2L2	8.065559
MSH6	2.823098
FARSB	2.365981
SCP2	11.189818
CEP104	0.9861446
FAM20B	0.78200966
TCEANC2	0.43207064
TMEM59	21.641838
LRRC42	1.9128354
MRPL37	4.7251863
ICMT	1.5079026
QSOX1	3.606111
STXBP3	1.8167763
PARK7	19.836649
SRSF4	7.8923397
EDEM3	1.5406853
WDR77	2.0379646
RAP1A	7.2209754
SCAMP3	2.2311985
LAMTOR2	8.702258
SRM	5.4348626
FBXO6	0.7286278
MAD2L2	2.9004323
IVNS1ABP	4.0213556
KIAA2013	2.4653838
MIIP	1.6403953
SMG7	1.4227587
UCHL5	1.8466654
BCAS2	6.429761
SRSF11	12.752659
ZBTB17	0.88093024
TMEM9	4.2052393
WARS2	1.3997679
MRPS15	7.024331
EXOC8	0.36792916
GNPAT	2.667918
TSNAX	2.5312045
C1orf109	1.0376804
SDHB	7.4685564
RPF1	2.82929
UAP1	5.060575
CD46	5.7510195
PRPF3	1.4276593
APH1A	7.156616
EBNA1BP2	4.5307403
ATP6V0B	13.157813
ERI3	4.7192993
AKR1A1	10.588993
PRDX1	20.334408
BLZF1	1.2721523
TMED5	3.3282256
DR1	3.019217
ABCD3	2.1516125
DPH5	2.5685794
PRDX6	18.445168
DARS2	0.42615026
SYF2	11.4070215
MTFR1L	2.37593
NENF	10.679906
RPA2	3.242459
PPP1R8	1.7827412
OSBPL9	2.8998592
TXNDC12	6.3762774
RCN2	10.426542
CTSD	10.610731
STK11	1.8832079
DDX59	0.9347527
ATF6	2.0483232
FASTKD2	1.4243618
HMGN3	14.513631
RNF146	2.5509975
FBXL5	2.278431
MYL12B	22.580664
RPN2	10.163337
RAB3GAP2	1.5863943
UCHL3	3.6650875
HS1BP3	0.7590611
ELL2	1.0792011
NDUFB3	10.909457
GTF3C3	1.0979705
UBE2B	9.428023
KLF9	1.7372229
ITGB1BP1	4.4002748
SENP5	1.7326103
CCDC92	0.8587007
RAD23B	6.0409
SET	16.968369
GLE1	0.8929889
RAB14	5.105486
FBXW2	1.8770872
PPP6C	3.078626
NDUFA8	8.116621
HDHD3	4.923884
RBM18	1.7494144
MAPKAP1	2.4516795
INVS	0.31613743
DENND1A	0.6100314
KDSR	3.1730351
ZBTB45	0.5373764
FCF1	0.8267307
NEK9	0.97750014
NPC2	16.571175
IRF2BPL	3.3337252
DLST	2.2017481
SLIRP	12.736608
EIF2B2	1.8628218
NRDE2	1.6509992
COQ6	0.9352848
ZNF410	0.2045569
SUPT7L	1.5128654
TMEM214	1.8013825
ATL2	1.2862061
FAM98A	1.2353401
