	ref_hk
NSFL1C	6.073325
ZNF343	0.3015848
MAVS	1.688117
SNX5	4.2473273
RPL6	42.685223
MAPKAPK5	2.471038
ESF1	6.260638
ANAPC5	5.252721
TMEM230	7.8045344
PEBP1	19.944864
CDIP1	1.1092616
GANAB	3.3504848
RBM41	0.7375011
MLF2	9.106921
DDX24	18.939999
ZBTB25	0.8080154
NECAP1	2.6504908
DHX32	2.7393084
PAPOLA	15.691521
CCNK	3.9135292
MRPS33	3.679611
NDUFB2	15.33832
NUDC	15.133188
MAEA	2.518175
MUL1	1.2556648
SPG21	3.536945
DNAJB11	6.4105816
GNPTG	2.589033
GOLGA3	3.9248147
MCOLN1	1.502278
GLG1	4.9152594
TNRC6A	3.4599266
EXOC1	2.5257816
RBM27	2.9211652
PUS7	1.8627588
DLD	2.4407802
TXNL1	13.403275
FH	2.3894675
CDV3	18.610767
ALKBH5	3.9996536
SPAG7	6.3267827
TMEM101	2.2147734
PSME1	14.480729
PPP2R3C	2.638223
HAUS4	1.4120555
OSGEP	1.5855304
RNF31	0.5278007
SCFD1	4.2486615
HNRNPC	26.056904
TOX4	6.75097
TINF2	2.9124725
SNAP23	3.7700195
MFSD11	1.2516149
COMT	10.111131
ECHDC1	3.9786224
LRRFIP2	12.882055
SEC22C	2.1540527
HDAC6	0.9145428
UPRT	0.56772715
CDC23	1.0809622
AAAS	0.8663254
CBX5	4.875034
DHPS	5.2017193
ARCN1	5.7459836
PSMD5	1.5440946
NANS	7.441377
IKZF5	1.8975939
WAC	12.538186
NUBP2	3.2982028
HIVEP1	3.543515
BRPF3	1.3519125
MRPS18A	2.294123
CDC5L	6.521495
SH3GLB1	12.942985
TMED1	2.8174717
RAB18	9.420944
MZF1	1.0317616
OCEL1	1.0849506
PSMD8	17.295662
HNRNPM	16.066835
NDUFB7	11.345361
TECR	7.0594883
TIMM13	10.52236
POLR2E	6.35687
TRMT2A	1.0808731
RANBP1	11.544168
ZDHHC8	1.4363948
SNAP29	2.3897057
CRKL	1.5650127
LZTR1	0.9591114
SMARCB1	4.6967306
BCL2L13	2.2549214
SF3A1	3.3113267
SPECC1L	1.9156488
SNRPD3	10.156454
