	ref_hk
OCEL1	2.1820843
PSMD8	8.5176525
HNRNPM	9.730881
NDUFB7	13.190109
TECR	6.335759
TIMM13	7.7074294
POLR2E	4.633112
TRMT2A	0.9552225
RANBP1	6.6295195
ZDHHC8	0.46859786
SNAP29	2.223204
CRKL	0.9279302
LZTR1	0.5463643
SMARCB1	3.4403567
BCL2L13	1.3038366
SF3A1	2.2942314
SPECC1L	0.58869
SNRPD3	7.568081
PES1	1.1723679
MAPK1	3.6872103
SRRD	0.6781008
PATZ1	0.6636796
TFIP11	0.8385731
EIF3L	7.686499
MICALL1	0.7710993
POLR2F	6.5991664
PICK1	1.0923134
DDX17	12.933942
TCF20	0.99105906
HSCB	1.1510437
TOMM22	5.479549
FBXO7	3.2133791
POLDIP3	1.6561829
PPP6R2	2.6371348
SUN2	2.7411404
CYB5R3	5.1915884
LMF2	1.6420156
RHBDD3	0.8025563
PACSIN2	2.7180605
AP1B1	1.7988101
HMGXB4	2.0683382
CHKB	0.591178
MCAT	1.0022355
THOC5	0.59930754
ZMAT5	1.3380146
TAB1	0.5059304
MTMR3	1.0690242
SAMM50	2.9492772
TXN2	5.891056
EIF3D	7.154421
SGSM3	1.6565423
IFT27	2.3267875
RBX1	10.77149
L3MBTL2	0.9112726
RANGAP1	1.2889642
ZC3H7B	1.2086744
PHF5A	2.1845348
DESI1	1.7772266
CERK	1.2197423
ZBED4	0.64859223
ABHD4	0.60970944
KHNYN	1.5820199
FKBP3	4.0905094
SDR39U1	1.3058356
RBM23	3.2533844
PRMT5	0.81214595
PSMC6	5.1442175
GNPNAT1	2.2897773
ATP6V1D	3.649527
PIGH	1.2533638
PSMA3	6.079475
VTI1B	5.3083086
TIMM9	2.353264
AHSA1	3.705608
ALKBH1	0.43827698
SNW1	3.9791374
ITPK1	1.3629812
PPM1A	2.6517222
ERH	10.641905
EIF5	10.632311
TELO2	0.79963595
PSMB5	6.331779
YY1	7.033277
ACIN1	3.6937652
CCNB1IP1	1.5405579
APEX1	4.7218657
PABPN1	5.0679665
ARHGAP5	4.340047
CINP	1.9978379
SRP54	3.846995
CHD8	2.1106997
DCAF11	2.6123664
PSMA6	1.1694299
EMC9	1.2947154
TM9SF1	0.35292196
SEC23A	2.272871
GMPR2	1.8490119
PNN	7.711726
RABGGTA	0.82146615
PCIF1	1.030193
GSS	2.2215443
TRPC4AP	2.1509387
ABHD12	2.0585358
ADNP	2.7300007
PFDN4	2.9258957
CSTF1	0.90263844
TPD52L2	1.8527093
DNAJC5	2.2633348
NELFCD	2.1885574
PRPF6	4.0425496
PSMA7	13.997698
DIDO1	1.8600054
GID8	3.0703974
ARFRP1	1.9782263
CDS2	1.5621401
TM9SF4	1.6736848
CRNKL1	1.5263007
POFUT1	0.63801086
NOP56	4.431396
IDH3B	3.4565253
CDK5RAP1	1.0447944
TTI1	0.45181495
RPRD1B	1.126473
PXMP4	0.91642797
CHMP4B	6.882224
CST3	20.587978
ACTR5	0.31899643
AHCY	2.4613938
DNTTIP1	1.6563268
PIGU	0.6195693
ACOT8	1.7095194
RBFA	1.078757
USP14	2.9129877
VAPA	10.937233
MIB1	1.7385811
RIOK3	5.079809
PSMD10	1.2342018
NKAP	2.362043
MOSPD1	0.6707111
WDR13	3.0533507
XIAP	3.8348327
CCDC22	0.7897758
NAA10	4.557133
RBBP7	4.264976
SLC35A2	1.2377331
PQBP1	3.2923543
EMD	3.1003704
PGK1	8.994479
MAGT1	3.2818618
UBL4A	1.1773605
CD99L2	0.5526553
CDK16	1.7312275
PBDC1	2.7621644
ARMCX3	4.690648
FNDC3A	4.172816
DNAJC3	5.606412
MRPS31	2.5274324
DHRS12	0.84464794
MGRN1	1.914522
PHKB	3.4991026
LYRM1	1.6768197
NUTF2	3.4963324
CENPT	1.0800912
LONP2	3.4622915
N4BP1	2.6088297
CTCF	2.8326302
POLR2C	2.5613241
USB1	1.0832124
CYB5B	3.242936
NME3	5.7896676
PSMD7	5.3896656
SETD6	0.51503426
VAC14	0.71372175
TANGO6	0.6944874
COG4	1.2839549
WDR59	1.2769599
CMC2	3.2930791
AXIN1	0.65464866
NPRL3	0.9741493
MPG	4.5657873
USP10	2.1797948
TSC2	2.2630978
CLCN7	0.87262493
METRN	2.9588537
STUB1	7.0718627
NUBP1	1.4836313
UBE2I	6.494654
GSPT1	6.233553
ZNF174	0.28654847
UBFD1	0.86768425
EARS2	0.3083791
HMOX2	4.735224
DNAJA3	1.0772436
BFAR	3.0217063
MAZ	3.3293602
STX4	2.8877378
CDIPT	2.2373414
BCKDK	1.8738542
KAT8	1.2498833
RNF40	1.2002733
AAGAB	1.3604412
LACTB	1.4350353
TRIP4	0.9276945
MTFMT	0.717634
RAB11A	9.774479
TMEM87A	3.8957407
DTWD1	1.8139302
GABPB1	1.0352778
DNAJC17	1.2347575
EIF3J	7.545871
SPG11	2.4541802
VPS18	0.5264257
BLOC1S6	2.8607392
ZDHHC2	1.9350663
