	ref_hk
ARCN1	4.3163457
PSMD5	1.590903
NANS	6.333257
IKZF5	1.1326808
WAC	7.90345
NUBP2	5.206305
HIVEP1	1.7085035
BRPF3	1.0862832
MRPS18A	4.84718
CDC5L	6.00022
SH3GLB1	7.27039
TMED1	4.19327
RAB18	5.396669
MZF1	1.4273767
OCEL1	2.5605488
PSMD8	15.247746
HNRNPM	16.139698
NDUFB7	17.673044
TECR	12.686038
TIMM13	16.326197
POLR2E	11.747618
TRMT2A	1.6617728
RANBP1	15.735513
ZDHHC8	0.6713712
SNAP29	2.9185386
CRKL	2.1298513
LZTR1	0.94753456
SMARCB1	9.61477
BCL2L13	1.9517097
SF3A1	4.2647405
SPECC1L	1.4433408
SNRPD3	13.521745
PES1	2.5927947
MAPK1	4.4228826
SRRD	1.0274912
PATZ1	1.5140798
TFIP11	1.2411014
EIF3L	22.03524
MICALL1	0.5042837
POLR2F	10.733513
PICK1	1.1810154
DDX17	18.68559
TCF20	1.4106917
HSCB	2.476941
TOMM22	12.438177
FBXO7	6.4323964
POLDIP3	3.1077497
PPP6R2	2.6213424
SUN2	3.717231
CYB5R3	8.736103
LMF2	3.2099502
RHBDD3	1.5537407
PACSIN2	2.6731968
AP1B1	2.2987344
HMGXB4	4.627575
CHKB	1.756661
MCAT	1.5740043
THOC5	1.503133
ZMAT5	2.588892
TAB1	0.9634549
MTMR3	1.2082462
SAMM50	4.974778
TXN2	10.669149
EIF3D	14.477218
SGSM3	1.3069872
IFT27	3.3865592
RBX1	16.668268
L3MBTL2	1.124353
RANGAP1	1.8591002
ZC3H7B	1.8324722
PHF5A	6.177384
DESI1	2.614874
CERK	2.4481723
ZBED4	1.1738188
ABHD4	0.951903
KHNYN	1.7459058
FKBP3	9.832322
SDR39U1	3.2341936
RBM23	5.2399936
PRMT5	2.3679738
PSMC6	8.760833
GNPNAT1	1.6667761
ATP6V1D	4.750735
PIGH	2.1151104
PSMA3	10.339875
VTI1B	6.1241035
TIMM9	5.974582
AHSA1	7.617537
ALKBH1	0.86265343
SNW1	7.7668824
ITPK1	2.7700446
PPM1A	4.338882
ERH	20.452293
EIF5	18.031807
TELO2	1.5727776
PSMB5	14.118272
YY1	10.10261
ACIN1	6.535227
CCNB1IP1	8.47085
APEX1	14.932008
PABPN1	10.315862
ARHGAP5	5.753699
CINP	3.2349384
SRP54	4.6881485
CHD8	3.0917244
DCAF11	3.6940632
PSMA6	5.2861347
EMC9	2.8022192
TM9SF1	1.1609981
SEC23A	4.944895
GMPR2	3.781694
PNN	14.967204
RABGGTA	1.3255327
PCIF1	2.5911736
GSS	2.8875313
TRPC4AP	2.7072642
ABHD12	3.750928
ADNP	4.6406507
PFDN4	7.4188843
CSTF1	1.8151578
TPD52L2	3.9188118
DNAJC5	1.6131899
NELFCD	5.4030185
PRPF6	5.747416
PSMA7	22.785574
DIDO1	2.7640846
GID8	4.53017
ARFRP1	3.0616794
CDS2	2.4169567
TM9SF4	2.316011
CRNKL1	2.3686385
POFUT1	1.672523
NOP56	7.954793
IDH3B	7.5133443
CDK5RAP1	1.9286524
TTI1	0.96367985
RPRD1B	2.149821
PXMP4	0.976623
CHMP4B	9.990175
CST3	20.495052
ACTR5	0.576687
AHCY	8.104648
DNTTIP1	3.4703083
PIGU	1.770167
ACOT8	2.2117748
RBFA	3.1160953
USP14	4.340517
VAPA	15.995409
MIB1	2.4184155
RIOK3	5.2859716
PSMD10	2.7185037
NKAP	4.4042726
MOSPD1	1.1694245
WDR13	4.7207837
XIAP	3.658364
CCDC22	1.3570001
NAA10	7.643366
RBBP7	9.02938
SLC35A2	1.2563417
PQBP1	7.3498087
EMD	7.4657125
PGK1	17.542141
MAGT1	3.5687623
UBL4A	1.7789818
CD99L2	0.9335305
CDK16	3.6526632
PBDC1	6.0659804
ARMCX3	7.9637327
FNDC3A	3.9389834
DNAJC3	5.3710103
MRPS31	4.0109954
DHRS12	1.1252445
MGRN1	2.8436904
PHKB	3.5195794
LYRM1	2.7946427
NUTF2	10.344671
CENPT	2.6529198
LONP2	4.2687564
N4BP1	2.8067496
CTCF	5.014627
POLR2C	6.628416
USB1	1.9390305
CYB5B	5.9849796
NME3	8.056903
PSMD7	9.24049
SETD6	0.89646816
VAC14	1.2596358
TANGO6	0.39656633
COG4	2.1305828
WDR59	1.9935832
CMC2	5.9025617
AXIN1	1.0990458
NPRL3	1.8515066
MPG	5.9042344
USP10	4.0651727
TSC2	3.0686245
CLCN7	1.3034385
METRN	2.1876087
STUB1	9.636169
NUBP1	2.723821
UBE2I	15.855546
GSPT1	7.6790824
ZNF174	0.5885673
UBFD1	1.8153512
EARS2	0.724249
HMOX2	4.6093817
DNAJA3	2.4022512
BFAR	5.3820615
MAZ	6.583463
STX4	3.229775
CDIPT	4.5125737
BCKDK	3.2098565
KAT8	3.6235676
RNF40	2.2567165
AAGAB	1.5554016
LACTB	2.1282125
TRIP4	1.4015819
MTFMT	1.2813091
RAB11A	11.296554
TMEM87A	5.186329
DTWD1	3.404809
GABPB1	1.8970606
DNAJC17	2.0291414
EIF3J	9.186892
SPG11	2.567289
VPS18	0.58118737
BLOC1S6	4.829937
ZDHHC2	0.9012906
BRF2	1.2413247
ZFAND1	4.301962
NBN	3.0494611
UBE2W	2.102812
RAB2A	12.476557
EIF3E	27.656904
EMC2	3.564554
ARMC1	3.3044274
CHRAC1	4.154506
INTS10	3.5032525
DCTN6	5.2865486
R3HCC1	3.4904761
GSR	2.097581
PPP2CB	4.449413
ERICH1	4.7642527
NUCB1	9.944049
ECH1	13.972286
HNRNPL	8.661383
NFKBIB	2.3394957
SNRNP70	12.550383
CLPTM1	3.6848977
PPP1R37	1.7222534
PIH1D1	6.4209642
ERCC2	0.922976
PLEKHJ1	10.5250025
OAZ1	32.039406
TRMT1	2.1867008
STX10	5.0645328
PTOV1	11.340321
SGTA	3.2190192
C19orf53	17.682451
TIMM44	3.6576512
VRK3	3.136001
FAM32A	8.276418
AKAP8	1.9719657
ILVBL	4.4029036
ZNF419	0.5188956
POP4	2.8500006
URI1	5.0351567
PDCD5	11.067745
TIMM50	3.971454
GPI	7.28087
PLD3	11.3953285
TBCB	10.048515
POLR2I	10.619854
HNRNPUL1	9.785844
FZR1	1.8628174
PLIN3	6.869095
MRPL4	5.6539145
ETFB	12.551303
BABAM1	5.498944
TYK2	1.3823506
CDC37	12.85527
NAPA	4.5842767
GRWD1	2.1114476
TMEM205	6.2166643
BCAT2	2.7995732
PPP2R1A	12.968218
WDR83OS	17.778898
GCDH	2.0235636
DNASE2	1.390137
LENG1	2.3297951
PRPF31	5.485658
TFPT	2.0369093
COPE	16.903996
DDX49	2.982622
ARMC6	1.6633272
TMEM147	8.933136
USF2	3.8955958
KXD1	5.9977274
FKBP8	13.412692
SUGP1	1.2825904
GSK3A	2.8933778
ZNF574	0.9075588
GTPBP10	1.319083
PMPCB	7.418445
DNAJC2	5.6042657
NAMPT	6.323925
HBP1	5.0275307
BRAT1	1.6356407
SSBP1	13.955262
HIBADH	3.939251
TAX1BP1	11.147274
CHCHD2	32.58074
PDAP1	10.099583
PTCD1	0.7096192
ZKSCAN1	6.470447
EIF3B	4.587339
RBM28	2.3630705
LSM5	13.030725
C1GALT1	2.9249384
PLOD3	2.353803
RPA3	7.246632
ZNHIT1	13.167478
TMEM106B	4.221221
CHCHD3	6.2219205
PSMA2	12.362744
MRPL32	6.5361304
COA1	6.164631
URGCP	1.5624554
TMEM248	4.8376975
POLD2	6.352913
BCL7B	3.8919382
YKT6	1.9015825
EIF4H	11.730857
NMRK1	2.6760159
SEC61B	21.927074
CDC37L1	1.7796159
PLGRKT	4.4473295
CREB3	3.0254672
RGP1	1.9758401
EDF1	28.762928
BAG1	7.7292814
RAPGEF1	2.0522716
UBE2R2	7.0742197
ZFAND5	10.357337
HPS1	3.5208447
EIF3A	13.555651
MAPK8	2.2015703
SEC23IP	1.8963158
ATE1	2.0364668
NSMCE4A	4.3735037
PLEKHA1	3.7126768
MICU1	3.250107
FBXW4	1.6845202
TNKS2	3.2217548
GBF1	1.9087386
FBXL15	4.3783655
CUEDC2	6.840736
ACBD5	2.2017572
LHPP	2.4920156
GTPBP4	4.337346
BCCIP	4.6892247
MTPAP	1.4100912
PITRM1	1.127916
GLRX3	6.6710777
XPNPEP1	4.3071594
SHOC2	3.915581
TFAM	5.1853237
CUL2	1.9341321
CCNY	3.0856526
PPIF	4.469489
NUFIP2	5.454637
UBTF	4.4969544
PSMD3	5.651992
CASC3	3.3119736
RAD51C	2.6495028
TUBD1	1.1371362
KPNB1	10.705386
GOSR2	3.6211736
PNPO	1.0142342
RPS6KB1	2.1723533
CAMTA2	0.95919794
MED13	3.5164642
PFN1	35.779877
RNF167	6.583597
SLC25A11	6.0928164
C1QBP	12.849633
BLMH	3.4209137
CPD	3.805562
GOSR1	3.869287
CCDC47	5.491496
MED31	2.8904574
DRG2	2.7625277
FTSJ3	2.062219
UTP6	2.5406997
PSMD11	6.221652
PEX12	0.30239168
RAB5C	10.448343
MLX	4.1535683
MRPL27	8.444301
LRRC59	5.0210595
LUC7L3	16.566957
EFTUD2	2.2374508
PRKAR1A	8.211884
YWHAE	22.416182
RANGRF	3.004341
DPH1	0.50722337
DHRS7B	2.1904788
TNFAIP1	1.4209659
SUPT6H	3.3769298
PHF12	1.9878994
TMEM33	3.1509876
OCIAD1	12.609214
DCUN1D4	1.3332238
LAMTOR3	4.644941
UBE2D3	21.579521
ELF2	4.3617926
NDUFC1	14.203109
ZNF330	3.4460814
RPL34	46.030785
GRPEL1	4.0244794
CLCN3	3.4450045
DHX15	5.682322
FBXW7	2.981218
RAPGEF2	1.738084
SNX25	0.95312256
UFSP2	3.6192698
KLF3	6.84101
KLHL5	1.5213463
HTATIP2	3.4621778
ELP4	1.8062478
MTCH2	7.4112124
HSPA8	31.152567
DNAJC4	5.85272
ATG2A	1.8882056
OSBP	2.4233632
PUS3	1.1117169
FOXRED1	1.7961566
PPP6R3	3.4143977
CCDC86	1.4593034
PRPF19	4.398308
TRIM3	0.8100508
ANAPC15	4.697228
PANX1	0.75060105
RNF141	2.1275263
EIF4G2	19.524319
BIRC2	4.8115463
UBE4A	2.8179958
FBXO3	2.7348096
PDHX	2.0412946
COMMD9	3.5327098
AMBRA1	0.75424486
PTPMT1	3.2803893
CD81	12.136975
C11orf58	18.477297
RPS13	43.361732
AIP	5.488168
NDUFS8	13.881851
GTF2H1	2.1965969
PSMD9	4.932726
PRDM4	1.2982128
COQ5	3.580339
CORO1C	3.1990175
MLEC	10.895011
PTGES3	23.224224
RSRC2	16.849016
METAP2	11.056703
GPN3	2.6179588
VPS29	10.837361
DUSP16	2.1115417
CDK2AP1	3.6804497
RFC5	1.6358944
COPZ1	10.785986
RAB5B	3.2009344
NUP107	2.7918906
CNOT2	6.708606
CPSF6	5.135664
KRR1	5.2577205
MRPL51	14.804876
NOP2	0.66284466
CHD4	8.286331
COPS7A	2.442443
CHPT1	6.7412624
USP5	2.3224378
TPI1	28.92008
C12orf57	21.073175
LPCAT3	3.3171642
GOLT1B	2.0236886
PRKAB1	1.8709615
CMAS	5.1912045
FGFR1OP2	6.208728
TDP2	7.1344795
RWDD1	12.80051
TMEM14C	14.378059
PAK1IP1	2.603128
SMIM8	2.3777964
ASF1A	3.2868574
SERINC1	7.017266
PPARD	0.83958566
