	ref_hk
RAPGEF1	7.5568233
UBE2R2	9.3469925
ZFAND5	10.804845
HPS1	2.4859934
EIF3A	10.929752
MAPK8	8.672024
SEC23IP	3.314979
ATE1	7.88256
NSMCE4A	2.7103326
PLEKHA1	5.830365
MICU1	8.49631
FBXW4	5.311941
TNKS2	6.2473464
GBF1	6.9637914
FBXL15	1.4075809
CUEDC2	2.4508252
ACBD5	2.5938256
LHPP	1.2878621
GTPBP4	3.1419225
BCCIP	3.060464
MTPAP	1.4699082
PITRM1	1.9073886
GLRX3	3.821648
XPNPEP1	2.3112962
SHOC2	7.7204485
TFAM	2.5370805
CUL2	3.2950773
CCNY	12.732106
PPIF	1.3629446
NUFIP2	9.11334
UBTF	2.9893763
PSMD3	2.690478
CASC3	3.7782385
RAD51C	1.7346885
TUBD1	1.5776595
KPNB1	8.184654
GOSR2	1.9092941
PNPO	0.53600883
RPS6KB1	4.1995625
CAMTA2	1.5605462
MED13	11.484531
PFN1	8.939556
RNF167	1.9262037
SLC25A11	1.6418883
C1QBP	3.370429
BLMH	2.369539
CPD	4.7326174
GOSR1	5.719555
CCDC47	5.1138587
MED31	1.5502528
DRG2	1.3539014
FTSJ3	1.7554504
UTP6	3.2143347
PSMD11	4.91852
PEX12	0.19096985
RAB5C	4.4051595
MLX	2.556821
MRPL27	2.570541
LRRC59	1.8495501
LUC7L3	23.272219
EFTUD2	2.6165307
PRKAR1A	8.054602
YWHAE	12.051862
RANGRF	1.0965395
DPH1	0.40261275
DHRS7B	4.1577096
TNFAIP1	1.466133
SUPT6H	4.277577
PHF12	2.3434625
TMEM33	2.713799
OCIAD1	8.938803
DCUN1D4	5.487642
LAMTOR3	2.112165
UBE2D3	16.351225
ELF2	15.478619
NDUFC1	4.4184895
ZNF330	3.0780797
RPL34	17.797619
GRPEL1	1.7315222
CLCN3	4.4159513
DHX15	5.786728
FBXW7	10.086517
RAPGEF2	9.336509
SNX25	3.5065594
UFSP2	3.3307712
KLF3	7.3411827
KLHL5	5.106138
HTATIP2	1.8714268
ELP4	6.7704134
MTCH2	3.5281985
HSPA8	9.040163
DNAJC4	1.5904226
ATG2A	1.140332
OSBP	3.2299716
PUS3	0.6872224
FOXRED1	1.4599564
PPP6R3	12.962865
CCDC86	0.35330123
PRPF19	1.2954776
TRIM3	0.67965275
ANAPC15	0.6589628
PANX1	0.749686
RNF141	1.6994234
EIF4G2	10.337313
BIRC2	4.6231127
UBE4A	4.290635
FBXO3	2.9330685
PDHX	4.2098665
COMMD9	1.4641616
AMBRA1	6.9007325
PTPMT1	1.2766618
CD81	12.933819
C11orf58	11.306398
RPS13	13.636654
AIP	2.6134443
NDUFS8	3.560937
GTF2H1	3.9793098
PSMD9	1.6549647
PRDM4	1.9894912
COQ5	1.3872846
CORO1C	5.7894044
MLEC	4.539742
PTGES3	9.790022
RSRC2	10.059128
METAP2	6.9926653
GPN3	1.6848478
VPS29	7.0438805
DUSP16	4.5093927
CDK2AP1	3.1296434
RFC5	0.5448181
COPZ1	2.5046508
RAB5B	2.5978267
NUP107	4.744706
CNOT2	9.756714
CPSF6	7.904016
KRR1	4.65552
MRPL51	3.9968612
NOP2	0.61029214
CHD4	5.872286
COPS7A	1.7159762
CHPT1	6.8772
USP5	0.9487922
TPI1	6.527843
C12orf57	6.868011
LPCAT3	3.3629186
GOLT1B	2.146158
PRKAB1	0.70346475
CMAS	2.158609
FGFR1OP2	6.8144135
TDP2	2.254505
RWDD1	5.8905344
TMEM14C	5.2450314
PAK1IP1	1.5090306
SMIM8	3.3597713
ASF1A	1.1077613
SERINC1	9.874091
PPARD	2.2723322
KCTD20	5.5967913
SRSF3	10.587769
MRPL18	3.8521802
FBXL4	5.8692503
ASCC3	8.495089
ACOT13	2.6783767
SMAP1	6.7904863
