	ref_hk
URGCP	2.2610228
TMEM248	3.1434505
POLD2	4.1403136
BCL7B	1.8827006
YKT6	1.4830592
EIF4H	6.858602
NMRK1	2.746484
SEC61B	12.888201
CDC37L1	2.7467937
PLGRKT	3.5698998
CREB3	1.9002777
RGP1	1.404127
EDF1	16.334394
BAG1	6.158908
RAPGEF1	5.6718593
UBE2R2	7.6947665
ZFAND5	10.252767
HPS1	2.1732256
EIF3A	9.882641
MAPK8	8.656766
SEC23IP	2.8947845
ATE1	6.344856
NSMCE4A	2.3696904
PLEKHA1	8.488544
MICU1	8.133126
FBXW4	4.8179545
TNKS2	5.210021
GBF1	6.5635257
FBXL15	2.6166131
CUEDC2	4.5306287
ACBD5	3.08512
LHPP	2.162105
GTPBP4	2.7356055
BCCIP	3.7834334
MTPAP	1.5396094
PITRM1	1.5381881
GLRX3	5.4433017
XPNPEP1	2.6801136
SHOC2	5.917954
TFAM	3.3130558
CUL2	2.9759479
CCNY	10.314962
PPIF	2.537493
NUFIP2	6.257875
UBTF	3.6024475
PSMD3	3.7585192
CASC3	3.3360906
RAD51C	2.3173056
TUBD1	1.4980339
KPNB1	7.834856
GOSR2	1.6584482
PNPO	1.4196903
RPS6KB1	2.708824
CAMTA2	1.2700375
MED13	8.660809
PFN1	18.884172
RNF167	3.581458
SLC25A11	5.3893623
C1QBP	7.1339917
BLMH	2.735462
CPD	3.9859262
GOSR1	4.7352486
CCDC47	3.5149035
MED31	2.295141
DRG2	1.943638
FTSJ3	1.6567056
UTP6	2.4280903
PSMD11	5.3560324
PEX12	0.22263077
RAB5C	6.9710546
MLX	2.4983056
MRPL27	5.8246617
LRRC59	2.5292492
LUC7L3	15.014287
EFTUD2	2.3728237
PRKAR1A	10.4674
YWHAE	19.378365
RANGRF	1.9989316
DPH1	0.3057933
DHRS7B	3.7281919
TNFAIP1	1.6502512
SUPT6H	3.4487925
PHF12	2.2013903
TMEM33	3.0223303
OCIAD1	10.441041
DCUN1D4	3.990341
LAMTOR3	3.7908318
UBE2D3	17.240713
ELF2	9.175467
NDUFC1	11.579295
ZNF330	2.7608082
RPL34	25.171442
GRPEL1	3.1602535
CLCN3	5.30023
DHX15	6.7480373
FBXW7	6.924826
RAPGEF2	8.965305
SNX25	3.418857
UFSP2	3.6581018
KLF3	4.598293
KLHL5	3.9905198
HTATIP2	1.4862916
ELP4	5.5617437
MTCH2	7.1370687
HSPA8	16.714901
DNAJC4	3.7908473
ATG2A	1.1472837
OSBP	3.1591973
PUS3	0.72781444
FOXRED1	1.4684848
PPP6R3	10.685638
CCDC86	0.6797641
PRPF19	2.7109292
TRIM3	0.42116567
ANAPC15	2.6898034
PANX1	0.6049172
RNF141	2.0314946
EIF4G2	13.290193
BIRC2	4.98984
UBE4A	2.9318438
FBXO3	3.1139007
PDHX	3.5853748
COMMD9	2.680516
AMBRA1	6.94533
PTPMT1	2.4629624
CD81	7.9618034
C11orf58	13.137908
RPS13	23.023787
AIP	3.733414
NDUFS8	10.537826
GTF2H1	2.8688028
PSMD9	2.74706
PRDM4	2.017718
COQ5	2.5753968
CORO1C	2.7111425
MLEC	5.768186
PTGES3	15.082191
RSRC2	10.348875
METAP2	9.153721
GPN3	2.545041
VPS29	8.765073
DUSP16	2.9901307
CDK2AP1	1.1191089
RFC5	1.1208522
COPZ1	7.108696
RAB5B	2.9841447
NUP107	2.7750862
CNOT2	8.098023
CPSF6	6.1851125
KRR1	4.087069
MRPL51	9.630536
NOP2	0.4503423
CHD4	5.4367795
COPS7A	2.4051213
CHPT1	6.1188745
