	ref_hk
MAEA	2.4650164
MUL1	1.2758359
SPG21	4.0246363
DNAJB11	4.4161825
GNPTG	3.8302526
GOLGA3	3.2560394
MCOLN1	1.0484395
GLG1	8.037717
TNRC6A	5.4269233
EXOC1	2.883739
RBM27	3.2034478
PUS7	0.782242
DLD	3.0556052
TXNL1	7.558114
FH	2.3397624
CDV3	14.89602
ALKBH5	5.181597
SPAG7	4.849267
TMEM101	1.9939367
PSME1	23.439867
PPP2R3C	3.8134813
HAUS4	2.1630778
OSGEP	3.956747
RNF31	0.6148764
SCFD1	3.997006
HNRNPC	24.658144
TOX4	6.1144657
TINF2	4.6443706
SNAP23	5.5631285
MFSD11	3.153622
COMT	4.3079
ECHDC1	5.354369
LRRFIP2	3.2506313
SEC22C	2.9598472
HDAC6	1.0612736
UPRT	1.2317977
CDC23	1.3226042
AAAS	1.8412659
CBX5	5.452977
DHPS	4.3278155
ARCN1	4.790021
PSMD5	1.69913
NANS	4.8375072
IKZF5	2.5618212
WAC	9.804649
NUBP2	3.7461758
HIVEP1	2.3744588
BRPF3	1.1836162
MRPS18A	2.4111984
CDC5L	5.564756
SH3GLB1	6.908716
TMED1	1.6177176
RAB18	5.135314
MZF1	1.7861943
OCEL1	1.8617514
PSMD8	10.758722
HNRNPM	14.108385
NDUFB7	9.255662
TECR	10.865738
TIMM13	5.7310414
POLR2E	7.4079614
TRMT2A	1.9064187
RANBP1	8.444032
ZDHHC8	0.8298666
SNAP29	2.7594888
CRKL	1.9344784
LZTR1	0.7912153
SMARCB1	7.648165
BCL2L13	2.1609306
SF3A1	8.068165
SPECC1L	1.7769307
SNRPD3	6.5708604
PES1	1.8865279
MAPK1	5.2968545
SRRD	1.3517859
PATZ1	1.7237314
TFIP11	2.271287
EIF3L	19.348185
MICALL1	0.7295831
POLR2F	5.6021056
PICK1	1.0727466
DDX17	22.025173
TCF20	1.6387922
HSCB	1.9843258
TOMM22	8.680802
FBXO7	5.8088546
POLDIP3	3.1798322
PPP6R2	3.559342
SUN2	10.63414
CYB5R3	4.8677616
LMF2	3.0142941
RHBDD3	0.6194301
PACSIN2	2.2690732
AP1B1	3.4655747
HMGXB4	2.6317682
CHKB	2.1180644
MCAT	0.66760755
THOC5	1.4110225
ZMAT5	1.3974179
TAB1	1.0342044
MTMR3	1.8069776
SAMM50	3.157776
TXN2	5.7219596
EIF3D	15.08051
SGSM3	1.9735076
IFT27	1.7548125
RBX1	9.898913
L3MBTL2	1.6421751
RANGAP1	2.4185102
ZC3H7B	1.3531557
PHF5A	4.416892
DESI1	2.7972975
CERK	2.9534664
ZBED4	1.2822149
ABHD4	0.65942717
KHNYN	1.7410487
FKBP3	4.7354827
SDR39U1	4.7212005
RBM23	6.760054
PRMT5	1.234732
PSMC6	6.0964766
GNPNAT1	1.0643833
ATP6V1D	2.7310739
PIGH	2.487349
PSMA3	7.2968454
VTI1B	4.517203
TIMM9	3.8946478
AHSA1	7.9130807
ALKBH1	0.7255344
SNW1	7.2589345
ITPK1	1.4456283
PPM1A	3.0540164
ERH	11.035462
EIF5	22.460691
TELO2	1.1877545
PSMB5	4.0277877
YY1	10.732718
ACIN1	7.6407814
CCNB1IP1	3.1131873
APEX1	11.391014
PABPN1	9.38004
ARHGAP5	4.5667033
CINP	2.1879888
SRP54	5.4755435
CHD8	4.758304
DCAF11	3.186453
PSMA6	6.583497
EMC9	1.2187784
TM9SF1	1.3246139
SEC23A	3.007305
GMPR2	3.2584665
PNN	15.837862
RABGGTA	1.7122278
PCIF1	4.0785584
GSS	2.025352
TRPC4AP	3.3004694
ABHD12	1.7701607
ADNP	4.5005093
PFDN4	4.204991
CSTF1	1.6075321
TPD52L2	2.6517193
DNAJC5	1.4727228
NELFCD	4.268163
PRPF6	7.4589963
PSMA7	19.518784
DIDO1	3.720962
GID8	4.4569697
ARFRP1	3.4130712
CDS2	3.8735008
TM9SF4	2.2769146
CRNKL1	3.1642518
POFUT1	0.74988073
NOP56	7.1613474
IDH3B	4.978632
CDK5RAP1	2.454635
TTI1	1.0848302
RPRD1B	1.4668558
PXMP4	0.661088
CHMP4B	5.0893745
CST3	2.9764693
ACTR5	0.7985423
AHCY	3.4659429
DNTTIP1	2.0166087
PIGU	0.6974526
ACOT8	1.5400848
RBFA	2.1736925
USP14	5.1213536
VAPA	13.488076
MIB1	1.5233706
RIOK3	5.4200444
PSMD10	1.7964244
NKAP	4.54098
MOSPD1	1.0314872
WDR13	1.8306581
XIAP	4.282553
CCDC22	1.6340258
NAA10	4.747641
RBBP7	6.082141
SLC35A2	0.8889151
PQBP1	6.9924603
EMD	9.021255
PGK1	18.172842
MAGT1	3.303013
UBL4A	1.2724688
CD99L2	0.6769879
CDK16	2.6470196
PBDC1	3.469737
ARMCX3	5.2838807
FNDC3A	3.9892523
DNAJC3	4.894014
MRPS31	4.694469
DHRS12	1.0420083
MGRN1	2.6396372
PHKB	4.1841335
LYRM1	2.2306712
NUTF2	6.2559276
CENPT	2.4782803
LONP2	5.480015
N4BP1	3.8808973
CTCF	6.627559
POLR2C	5.4322877
USB1	1.7637142
CYB5B	3.7163482
NME3	7.644869
PSMD7	8.272397
SETD6	0.8798938
VAC14	1.4807255
TANGO6	0.8442315
COG4	1.9471247
WDR59	1.7066425
CMC2	4.7488737
AXIN1	1.3386028
NPRL3	2.079422
MPG	6.0336876
USP10	5.1765757
TSC2	1.9207233
CLCN7	1.8742677
METRN	1.433852
STUB1	7.8769917
NUBP1	2.3951411
UBE2I	14.065053
GSPT1	9.990624
ZNF174	0.6339051
UBFD1	1.0504262
EARS2	0.4461373
HMOX2	5.712336
DNAJA3	2.4702692
BFAR	4.6903634
MAZ	6.386527
STX4	3.5993862
CDIPT	3.3604276
BCKDK	1.7523835
KAT8	4.014641
RNF40	1.9110085
AAGAB	1.8645507
LACTB	2.1458726
TRIP4	1.2314932
MTFMT	1.2003362
RAB11A	6.7192326
TMEM87A	5.0399294
DTWD1	2.0328531
GABPB1	2.348416
DNAJC17	1.5454483
EIF3J	6.9480553
SPG11	4.0688977
VPS18	0.81681645
BLOC1S6	5.936234
ZDHHC2	2.183685
BRF2	0.8576993
ZFAND1	4.389648
NBN	3.8507733
UBE2W	1.8566877
RAB2A	9.029486
EIF3E	27.914503
EMC2	2.3059998
ARMC1	2.9289713
CHRAC1	4.7452626
INTS10	4.7436333
DCTN6	2.8986385
R3HCC1	1.8887544
GSR	2.3335044
PPP2CB	1.5686023
ERICH1	7.069792
NUCB1	6.483708
ECH1	8.888593
HNRNPL	11.590771
NFKBIB	3.51059
SNRNP70	11.625687
CLPTM1	2.90271
PPP1R37	0.94076145
PIH1D1	4.9955373
ERCC2	0.6801384
PLEKHJ1	5.7206306
OAZ1	34.04855
TRMT1	3.4835582
STX10	3.8885047
PTOV1	6.149158
SGTA	1.9825253
C19orf53	18.67746
TIMM44	1.9620761
VRK3	2.8478978
FAM32A	4.41651
AKAP8	2.7023268
ILVBL	1.3302548
ZNF419	0.62578326
POP4	2.7921667
URI1	8.781158
PDCD5	6.7762103
TIMM50	2.3268213
GPI	7.985773
PLD3	4.002774
TBCB	6.575694
POLR2I	5.9534383
HNRNPUL1	11.819151
FZR1	1.3871784
PLIN3	2.5827951
MRPL4	4.907655
ETFB	6.21585
BABAM1	3.515724
TYK2	1.9800916
CDC37	13.397205
NAPA	5.1727624
GRWD1	2.3076112
TMEM205	2.7211626
BCAT2	1.1760228
PPP2R1A	7.8401146
WDR83OS	6.662403
GCDH	1.9717304
DNASE2	2.39285
LENG1	3.249832
PRPF31	3.9290035
TFPT	1.6730021
COPE	12.5229645
DDX49	2.0673983
ARMC6	1.2178315
TMEM147	5.4153833
USF2	7.8517504
KXD1	4.363287
FKBP8	11.305194
SUGP1	1.2708434
GSK3A	2.5163434
ZNF574	1.3105559
GTPBP10	2.1516654
PMPCB	7.039966
DNAJC2	5.102671
NAMPT	6.2534523
HBP1	6.900843
BRAT1	1.7814255
SSBP1	12.113865
HIBADH	1.5513141
TAX1BP1	12.847794
CHCHD2	29.743116
PDAP1	7.206865
PTCD1	0.71944237
ZKSCAN1	4.1380634
EIF3B	5.365988
RBM28	2.4767659
LSM5	8.375623
C1GALT1	4.4276123
PLOD3	1.2768908
RPA3	6.3371863
ZNHIT1	7.20759
TMEM106B	3.9777792
CHCHD3	4.0600133
PSMA2	5.5929985
MRPL32	3.8421788
COA1	5.7221265
URGCP	1.5981944
TMEM248	5.7471957
POLD2	3.1124094
BCL7B	4.916053
YKT6	1.8865196
EIF4H	9.607269
NMRK1	4.049272
SEC61B	15.505453
CDC37L1	3.0886319
PLGRKT	2.4604943
CREB3	1.9446526
RGP1	1.6851904
EDF1	22.805082
BAG1	5.6202245
RAPGEF1	4.6146564
UBE2R2	6.0220227
ZFAND5	11.726169
HPS1	4.716115
EIF3A	13.543577
MAPK8	2.1309488
SEC23IP	2.1129956
ATE1	2.3638256
