id_interaction,id_cp_interaction,multidata_1_id,multidata_2_id
684,SEMA4G_PLXNB2,186,336
685,SEMA5A_PLXNA1,187,286
686,SEMA5B_PLXNA1,188,286
687,SEMA5A_PLXNA3,187,288
688,SEMA5B_PLXNA3,188,288
689,SEMA6D_PLXNA1_KDR,189,405
690,SEMA6D_PLXNA1,189,286
691,SEMA6A_PLXNA2,190,287
692,SEMA6B_PLXNA2,191,287
693,SEMA6A_PLXNA4,190,289
694,SEMA6B_PLXNA4,191,289
695,ITGA4_ITGB1_VCAM1,192,406
696,ITGA9_ITGB1_VCAM1,193,406
697,VSIR_IGSF11,194,339
698,TGFB1_TGFBR1,0,201
699,TGFB1_TGFBR2,0,202
700,TGFB2_TGFBR1,1,201
701,TGFB2_TGFBR2,1,202
702,TGFB3_TGFBR1,2,201
703,TGFB3_TGFBR2,2,202
704,TGFB1_ACVR1B,0,203
705,TGFB2_ACVR1B,1,203
706,TGFB3_ACVR1B,2,203
707,TGFB1_ACVR1,0,204
708,TGFB2_ACVR1,1,204
709,TGFB3_ACVR1,2,204
710,BMP2_BMPR1A,3,205
711,BMP2_ACVR2A,3,206
712,BMP2_ACVR2B,3,207
713,BMP2_BMPR2,3,208
714,BMP4_BMPR1A,4,205
715,BMP4_ACVR2A,4,206
716,BMP4_ACVR2B,4,207
717,BMP4_BMPR2,4,208
718,BMP5_ACVR1,5,204
719,BMP5_ACVR2A,5,206
720,BMP5_ACVR2B,5,207
721,BMP5_BMPR2,5,208
722,BMP5_BMPR1A,5,205
723,BMP7_ACVR1,6,204
724,BMP7_ACVR2A,6,206
725,BMP7_ACVR2B,6,207
726,BMP7_BMPR2,6,208
727,BMP7_BMPR1A,6,205
728,BMP8B_ACVR1,7,204
729,BMP8B_ACVR2A,7,206
730,BMP8B_ACVR2B,7,207
731,BMP8B_BMPR2,7,208
732,BMP8B_BMPR1A,7,205
733,GDF10_ACVR1B,8,203
734,GDF10_ACVR2A,8,206
735,GDF11_TGFBR1,9,201
736,GDF11_ACVR2A,9,206
737,GDF11_ACVR2B,9,207
738,GDF11_ACVR1B,9,203
739,AMH_ACVR1,195,204
740,AMH_BMPR1A,195,205
741,INHBA_ACVR1B,14,203
742,INHBA_ACVR2A,14,206
743,INHBA_ACVR2B,14,207
744,WNT16_FZD1,15,212
745,WNT16_LRP5,15,213
746,WNT16_FZD10,15,214
747,WNT16_FZD2,15,215
748,WNT16_FZD3,15,216
749,WNT16_FZD4,15,217
750,WNT16_FZD5,15,218
751,WNT16_FZD6,15,219
752,WNT16_FZD7,15,220
753,WNT16_FZD8,15,221
754,WNT2B_FZD1,16,212
755,WNT2B_LRP5,16,213
756,WNT2B_FZD10,16,214
757,WNT2B_FZD2,16,215
758,WNT2B_FZD3,16,216
759,WNT2B_FZD4,16,217
760,WNT2B_FZD5,16,218
761,WNT2B_FZD6,16,219
762,WNT2B_FZD7,16,220
763,WNT2B_FZD8,16,221
764,WNT6_FZD1,17,212
765,WNT6_LRP5,17,213
766,WNT6_FZD10,17,214
767,WNT6_FZD2,17,215
768,WNT6_FZD3,17,216
769,WNT6_FZD4,17,217
770,WNT6_FZD5,17,218
771,WNT6_FZD6,17,219
772,WNT6_FZD7,17,220
773,WNT6_FZD8,17,221
774,WNT16_LRP6,15,222
775,WNT2B_LRP6,16,222
776,WNT6_LRP6,17,222
777,AREG_ERBB2,21,225
778,BTC_ERBB2,22,225
779,HBEGF_ERBB2,23,225
780,EREG_ERBB2,24,225
781,NRG1_ERBB2,25,225
782,NRG2_ERBB2,26,225
783,NRG1_ITGAV,25,252
784,IGF1_ITGAV,34,252
785,IGF1_ITGA6,34,234
786,IGF1_ITGB4,34,235
787,MIF_CD74,45,241
788,MIF_CXCR4,45,239
789,MIF_CD44,45,242
790,IL7_IL2RG,196,340
791,IL6_IL6R,46,243
792,IL6_IL6ST,46,244
793,CLCF1_CNTFR,47,245
794,CLCF1_LIFR,47,246
795,CTF1_LIFR,48,246
796,CTF1_IL6ST,48,244
797,IL1B_IL1R1,49,247
798,IL1B_IL1RAP,49,248
799,IL33_IL1RAP,197,248
800,SPP1_ITGAV,53,252
801,SPP1_ITGB1,53,253
802,SPP1_ITGB5,53,254
803,SPP1_ITGA4,53,192
804,SPP1_ITGA9,53,193
805,SPP1_ITGA8,53,255
806,SPP1_ITGA5,53,256
807,NAMPT_ITGA5,54,256
808,NAMPT_ITGB1,54,253
809,ANGPTL1_ITGA1,55,258
810,ANGPTL1_ITGB1,55,253
811,ANGPTL2_ITGA5,56,256
812,ANGPTL2_ITGB1,56,253
813,ANGPTL4_ITGA5,57,256
814,ANGPTL4_ITGB1,57,253
815,ANGPTL4_ITGAV,57,252
816,ANGPT2_ITGA5,59,256
817,ANGPT2_ITGB1,59,253
818,MDK_ITGA4,60,192
819,MDK_ITGB1,60,253
820,MDK_ITGA6,60,234
821,PTN_ITGAV,61,252
822,POSTN_ITGAV,62,252
823,POSTN_ITGB5,62,254
824,SEMA3A_NRP1,77,285
825,SEMA3A_PLXNA1,77,286
826,SEMA3A_PLXNA2,77,287
827,SEMA3A_PLXNA3,77,288
828,SEMA3A_PLXNA4,77,289
829,SEMA3B_NRP1,78,285
830,SEMA3B_PLXNA1,78,286
831,SEMA3B_PLXNA2,78,287
832,SEMA3B_PLXNA3,78,288
833,SEMA3B_PLXNA4,78,289
834,SEMA3C_NRP1,79,285
835,SEMA3C_PLXNA1,79,286
836,SEMA3C_PLXNA2,79,287
837,SEMA3C_PLXNA3,79,288
838,SEMA3C_PLXNA4,79,289
839,SEMA3D_NRP1,80,285
840,SEMA3D_PLXNA1,80,286
841,SEMA3D_PLXNA2,80,287
842,SEMA3D_PLXNA3,80,288
843,SEMA3D_PLXNA4,80,289
844,SEMA3B_NRP2,78,290
845,SEMA3C_NRP2,79,290
846,SEMA3D_NRP2,80,290
847,SEMA3F_NRP2,81,290
848,SEMA3F_PLXNA1,81,286
849,SEMA3F_PLXNA2,81,287
850,SEMA3F_PLXNA3,81,288
851,SEMA3F_PLXNA4,81,289
852,SEMA3G_NRP2,82,290
853,SEMA3G_PLXNA1,82,286
854,SEMA3G_PLXNA2,82,287
855,SEMA3G_PLXNA3,82,288
856,SEMA3G_PLXNA4,82,289
857,COL1A1_ITGA1,94,258
858,COL1A1_ITGB1,94,253
859,COL1A2_ITGA1,95,258
860,COL1A2_ITGB1,95,253
861,COL2A1_ITGA1,96,258
862,COL2A1_ITGB1,96,253
863,COL4A1_ITGA1,97,258
864,COL4A1_ITGB1,97,253
865,COL4A2_ITGA1,98,258
866,COL4A2_ITGB1,98,253
867,COL4A5_ITGA1,99,258
868,COL4A5_ITGB1,99,253
869,COL4A6_ITGA1,100,258
870,COL4A6_ITGB1,100,253
871,COL6A1_ITGA1,101,258
872,COL6A1_ITGB1,101,253
873,COL6A2_ITGA1,102,258
874,COL6A2_ITGB1,102,253
875,COL6A3_ITGA1,103,258
876,COL6A3_ITGB1,103,253
877,COL9A1_ITGA1,104,258
878,COL9A1_ITGB1,104,253
879,COL9A2_ITGA1,105,258
880,COL9A2_ITGB1,105,253
881,COL9A3_ITGA1,106,258
882,COL9A3_ITGB1,106,253
883,COL1A1_ITGA2,94,298
884,COL1A2_ITGA2,95,298
885,COL2A1_ITGA2,96,298
886,COL4A1_ITGA2,97,298
887,COL4A2_ITGA2,98,298
888,COL4A5_ITGA2,99,298
889,COL4A6_ITGA2,100,298
890,COL6A1_ITGA2,101,298
891,COL6A2_ITGA2,102,298
892,COL6A3_ITGA2,103,298
893,COL9A1_ITGA2,104,298
894,COL9A2_ITGA2,105,298
895,COL9A3_ITGA2,106,298
896,FN1_ITGA3,107,299
897,FN1_ITGB1,107,253
898,FN1_ITGA4,107,192
899,FN1_ITGA5,107,256
900,FN1_ITGA8,107,255
901,LAMA1_ITGA1,108,258
902,LAMA1_ITGB1,108,253
903,LAMA2_ITGA1,109,258
904,LAMA2_ITGB1,109,253
905,LAMA3_ITGA1,110,258
906,LAMA3_ITGB1,110,253
907,LAMA4_ITGA1,111,258
908,LAMA4_ITGB1,111,253
909,LAMA5_ITGA1,112,258
910,LAMA5_ITGB1,112,253
911,LAMB1_ITGA1,113,258
912,LAMB1_ITGB1,113,253
913,LAMB2_ITGA1,114,258
914,LAMB2_ITGB1,114,253
915,LAMB3_ITGA1,115,258
916,LAMB3_ITGB1,115,253
917,LAMC1_ITGA1,116,258
918,LAMC1_ITGB1,116,253
919,LAMC3_ITGA1,117,258
920,LAMC3_ITGB1,117,253
921,LAMA1_ITGA2,108,298
922,LAMA2_ITGA2,109,298
923,LAMA3_ITGA2,110,298
924,LAMA4_ITGA2,111,298
925,LAMA5_ITGA2,112,298
926,LAMB1_ITGA2,113,298
927,LAMB2_ITGA2,114,298
928,LAMB3_ITGA2,115,298
929,LAMC1_ITGA2,116,298
930,LAMC3_ITGA2,117,298
931,LAMA1_ITGA3,108,299
932,LAMA2_ITGA3,109,299
933,LAMA3_ITGA3,110,299
934,LAMA4_ITGA3,111,299
935,LAMA5_ITGA3,112,299
936,LAMB1_ITGA3,113,299
937,LAMB2_ITGA3,114,299
938,LAMB3_ITGA3,115,299
939,LAMC1_ITGA3,116,299
940,LAMC3_ITGA3,117,299
941,RELN_ITGA3,118,299
942,RELN_ITGB1,118,253
943,THBS1_ITGA3,119,299
944,THBS1_ITGB1,119,253
945,THBS2_ITGA3,120,299
946,THBS2_ITGB1,120,253
947,THBS3_ITGA3,121,299
948,THBS3_ITGB1,121,253
949,THBS4_ITGA3,122,299
950,THBS4_ITGB1,122,253
951,COL1A1_ITGA3,94,299
952,COL1A2_ITGA3,95,299
953,COL2A1_ITGA3,96,299
954,COL4A1_ITGA3,97,299
955,COL4A2_ITGA3,98,299
956,COL4A5_ITGA3,99,299
957,COL4A6_ITGA3,100,299
958,COL6A1_ITGA3,101,299
959,COL6A2_ITGA3,102,299
960,COL6A3_ITGA3,103,299
961,COL9A1_ITGA3,104,299
962,COL9A2_ITGA3,105,299
963,COL9A3_ITGA3,106,299
964,LAMA1_ITGA6,108,234
965,LAMA2_ITGA6,109,234
966,LAMA3_ITGA6,110,234
967,LAMA4_ITGA6,111,234
968,LAMA5_ITGA6,112,234
969,LAMB1_ITGA6,113,234
970,LAMB2_ITGA6,114,234
971,LAMB3_ITGA6,115,234
972,LAMC1_ITGA6,116,234
973,LAMC3_ITGA6,117,234
974,LAMA1_ITGA7,108,300
975,LAMA2_ITGA7,109,300
976,LAMA3_ITGA7,110,300
977,LAMA4_ITGA7,111,300
978,LAMA5_ITGA7,112,300
979,LAMB1_ITGA7,113,300
980,LAMB2_ITGA7,114,300
981,LAMB3_ITGA7,115,300
982,LAMC1_ITGA7,116,300
983,LAMC3_ITGA7,117,300
984,TNC_ITGA8,123,255
985,TNC_ITGB1,123,253
986,TNXB_ITGA8,124,255
987,TNXB_ITGB1,124,253
988,TNC_ITGA9,123,193
989,TNXB_ITGA9,124,193
990,COL1A1_ITGA9,94,193
991,COL1A2_ITGA9,95,193
992,COL2A1_ITGA9,96,193
993,COL4A1_ITGA9,97,193
994,COL4A2_ITGA9,98,193
995,COL4A5_ITGA9,99,193
996,COL4A6_ITGA9,100,193
997,COL6A1_ITGA9,101,193
998,COL6A2_ITGA9,102,193
999,COL6A3_ITGA9,103,193
1000,COL9A1_ITGA9,104,193
1001,COL9A2_ITGA9,105,193
1002,COL9A3_ITGA9,106,193
1003,LAMA1_ITGA9,108,193
1004,LAMA2_ITGA9,109,193
1005,LAMA3_ITGA9,110,193
1006,LAMA4_ITGA9,111,193
1007,LAMA5_ITGA9,112,193
1008,LAMB1_ITGA9,113,193
1009,LAMB2_ITGA9,114,193
1010,LAMB3_ITGA9,115,193
1011,LAMC1_ITGA9,116,193
1012,LAMC3_ITGA9,117,193
1013,FN1_ITGAV,107,252
1014,VWF_ITGAV,198,252
1015,TNC_ITGAV,123,252
1016,TNXB_ITGAV,124,252
1017,THBS1_ITGAV,119,252
1018,THBS2_ITGAV,120,252
1019,THBS3_ITGAV,121,252
1020,THBS4_ITGAV,122,252
1021,FN1_ITGB8,107,301
1022,LAMA1_ITGAV,108,252
1023,LAMA1_ITGB8,108,301
1024,LAMA2_ITGAV,109,252
1025,LAMA2_ITGB8,109,301
1026,LAMA3_ITGAV,110,252
1027,LAMA3_ITGB8,110,301
1028,LAMA4_ITGAV,111,252
1029,LAMA4_ITGB8,111,301
1030,LAMA5_ITGAV,112,252
1031,LAMA5_ITGB8,112,301
1032,LAMB1_ITGAV,113,252
1033,LAMB1_ITGB8,113,301
1034,LAMB2_ITGAV,114,252
1035,LAMB2_ITGB8,114,301
1036,LAMB3_ITGAV,115,252
1037,LAMB3_ITGB8,115,301
1038,LAMC1_ITGAV,116,252
1039,LAMC1_ITGB8,116,301
1040,LAMC3_ITGAV,117,252
1041,LAMC3_ITGB8,117,301
1042,COL1A1_ITGAV,94,252
1043,COL1A1_ITGB8,94,301
1044,COL1A2_ITGAV,95,252
1045,COL1A2_ITGB8,95,301
1046,COL2A1_ITGAV,96,252
1047,COL2A1_ITGB8,96,301
1048,COL4A1_ITGAV,97,252
1049,COL4A1_ITGB8,97,301
1050,COL4A2_ITGAV,98,252
1051,COL4A2_ITGB8,98,301
1052,COL4A5_ITGAV,99,252
1053,COL4A5_ITGB8,99,301
1054,COL4A6_ITGAV,100,252
1055,COL4A6_ITGB8,100,301
1056,COL6A1_ITGAV,101,252
1057,COL6A1_ITGB8,101,301
1058,COL6A2_ITGAV,102,252
1059,COL6A2_ITGB8,102,301
1060,COL6A3_ITGAV,103,252
1061,COL6A3_ITGB8,103,301
1062,COL9A1_ITGAV,104,252
1063,COL9A1_ITGB8,104,301
1064,COL9A2_ITGAV,105,252
1065,COL9A2_ITGB8,105,301
1066,COL9A3_ITGAV,106,252
1067,COL9A3_ITGB8,106,301
1068,LAMA1_ITGB4,108,235
1069,LAMA2_ITGB4,109,235
1070,LAMA3_ITGB4,110,235
1071,LAMA4_ITGB4,111,235
1072,LAMA5_ITGB4,112,235
1073,LAMB1_ITGB4,113,235
1074,LAMB2_ITGB4,114,235
1075,LAMB3_ITGB4,115,235
1076,LAMC1_ITGB4,116,235
1077,LAMC3_ITGB4,117,235
1078,CDH1_ITGA1,135,258
1079,CDH1_ITGB1,135,253
1080,CDH1_ITGAE,135,341
1081,NFASC_CNTN1,139,141
1082,NFASC_CNTNAP1,139,310
1083,CNTN2_CNTNAP2,140,311
1084,CSPG4_ITGA2,142,298
1085,CSPG4_ITGB1,142,253
1086,JAM2_ITGA3,152,299
1087,JAM2_ITGB1,152,253
1088,JAM2_ITGAV,152,252
1089,L1CAM_ITGAV,155,252
1090,L1CAM_ITGA4,155,192
1091,MADCAM1_ITGA4,199,192
1092,SEMA4A_NRP1,183,285
1093,SEMA4A_PLXNA1,183,286
1094,SEMA4A_PLXNA2,183,287
1095,SEMA4A_PLXNA3,183,288
1096,SEMA4A_PLXNA4,183,289
1097,SEMA6D_KDR,189,337
1098,THY1_ITGAV,200,252
1099,ITGA4_ITGB1,192,253
1100,ITGA4_VCAM1,192,338
1101,ITGA9_ITGB1,193,253
1102,ITGA9_VCAM1,193,338
