	ref_hk
BCS1L	2.2899623
LMAN1	8.766132
ARHGEF10L	0.3835214
EIF4G3	3.6710799
GRAMD4	1.2742832
ZNF638	8.843019
TIMM21	2.4812539
ZNF37A	2.0070627
MARK3	5.3075747
SLC25A3	27.142738
TMEM131	3.1472878
DLG1	3.171315
RAB7A	15.579691
BCAP29	5.0554748
SART3	3.6958807
EXOSC7	4.8313556
MKRN2	2.392597
RBM7	3.204795
PTPN23	1.121278
MLH1	4.3415036
UNG	3.9650733
KLHL20	1.6775967
TOP2B	11.321979
TM9SF3	5.9001207
DNAJC10	4.2157497
GTF3C1	2.597913
USP33	5.526965
SNRPA	12.345734
SIRT6	2.3787518
CAPZB	21.62314
UBE2A	9.591637
ARAF	3.3347945
MCCC1	2.4634426
UBE2K	8.696685
PIK3C3	3.0282245
PPP2R5C	8.3503475
GNB1	9.497331
MLLT10	5.46366
VDAC3	12.303799
PCM1	12.547227
ITCH	3.8545935
SDF4	7.14641
TOLLIP	3.912267
UBE2D4	0.8896663
XRCC5	21.291502
MKNK1	3.01488
REXO1	1.4860699
SAR1A	6.52637
CIC	1.6457243
FDFT1	11.35843
DDX1	6.404349
DNM2	5.327177
SLC35C2	3.150438
RAB21	3.4567103
SMARCA2	7.1561065
CNOT4	4.930084
PSEN1	3.2066863
CPOX	5.687167
DLGAP4	1.8348
OSTM1	2.4150314
EXD2	0.47103488
UBA5	3.3941152
ZNF506	2.0903838
JMJD4	1.219553
WDR70	4.0004253
BZW1	12.949942
ME2	6.255342
MRPL22	9.021046
GSK3B	3.5134704
XPO1	11.282832
RNF13	6.413669
TNPO1	5.5869536
PLOD1	2.155412
DIS3	3.0039945
TDRD3	1.7420784
ZNF446	0.4033816
RPS5	39.849205
YTHDC1	10.63053
CHMP2B	5.359288
PPIE	6.0114
ZMPSTE24	2.954945
STARD7	7.171729
NOA1	4.0995975
REST	7.229188
WBP11	8.645645
EIF3I	15.917985
TXLNA	2.1184566
NCOA1	2.58376
RAB10	10.829267
HADHA	16.965311
CD82	4.8736777
MYNN	2.680853
PREP	1.9347149
SEH1L	3.2059894
CPNE3	7.0218115
RRN3	2.9005086
CTTN	0.8410597
CHERP	2.7620776
ATG16L1	1.0249873
POMGNT1	0.7650689
CHMP5	8.702464
NFX1	3.3193815
DIMT1	3.323362
EIF2AK1	12.111645
SEPHS1	2.8127756
MRPL28	9.227021
ITPKC	0.25202268
TMED2	11.967493
ZFAND6	8.386466
TXLNG	2.3739688
